variable_name,i,j,l,s,t,value
z,39,39,4,49,no_index,1.0
z,39,39,4,50,no_index,1.0
z,40,40,4,7,no_index,1.0
z,40,40,4,8,no_index,1.0
z,40,40,4,9,no_index,1.0
z,40,40,4,10,no_index,1.0
z,40,45,4,11,no_index,1.0
z,42,14,4,24,no_index,1.0
z,42,42,4,19,no_index,1.0
z,42,42,4,20,no_index,1.0
z,42,42,4,21,no_index,1.0
z,42,42,4,22,no_index,1.0
z,42,42,4,23,no_index,1.0
z,45,25,4,12,no_index,1.0
z,1,1,5,43,no_index,1.0
z,1,1,5,44,no_index,1.0
z,1,1,5,45,no_index,1.0
z,1,1,5,46,no_index,1.0
z,1,1,5,47,no_index,1.0
z,1,1,5,48,no_index,1.0
z,1,1,5,49,no_index,1.0
z,1,1,5,50,no_index,1.0
z,10,10,5,1,no_index,1.0
z,10,10,5,2,no_index,1.0
z,10,10,5,3,no_index,1.0
z,10,10,5,4,no_index,1.0
z,10,10,5,5,no_index,1.0
z,10,10,5,6,no_index,1.0
z,10,10,5,7,no_index,1.0
z,10,10,5,8,no_index,1.0
z,10,10,5,9,no_index,1.0
z,10,10,5,10,no_index,1.0
z,10,10,5,11,no_index,1.0
z,10,10,5,12,no_index,1.0
z,10,10,5,13,no_index,1.0
z,10,10,5,14,no_index,1.0
z,10,10,5,15,no_index,1.0
z,10,10,5,16,no_index,1.0
z,10,10,5,17,no_index,1.0
z,10,10,5,18,no_index,1.0
z,10,10,5,19,no_index,1.0
z,10,39,5,27,no_index,1.0
z,10,40,5,20,no_index,1.0
z,15,45,5,25,no_index,1.0
z,25,38,5,39,no_index,1.0
z,26,15,5,24,no_index,1.0
z,27,39,5,33,no_index,1.0
z,38,1,5,42,no_index,1.0
z,38,38,5,40,no_index,1.0
z,38,38,5,41,no_index,1.0
z,39,25,5,38,no_index,1.0
z,39,27,5,32,no_index,1.0
z,39,39,5,28,no_index,1.0
z,39,39,5,29,no_index,1.0
z,39,39,5,30,no_index,1.0
z,39,39,5,31,no_index,1.0
z,39,39,5,34,no_index,1.0
z,39,39,5,35,no_index,1.0
z,39,39,5,36,no_index,1.0
z,39,39,5,37,no_index,1.0
z,40,26,5,23,no_index,1.0
z,40,40,5,21,no_index,1.0
z,40,40,5,22,no_index,1.0
z,45,10,5,26,no_index,1.0
z,3,17,6,11,no_index,1.0
z,3,37,6,19,no_index,1.0
z,4,4,6,46,no_index,1.0
z,4,4,6,47,no_index,1.0
z,4,4,6,48,no_index,1.0
z,4,49,6,38,no_index,1.0
z,4,49,6,49,no_index,1.0
z,6,6,6,14,no_index,1.0
z,6,19,6,15,no_index,1.0
z,7,15,6,33,no_index,1.0
z,10,10,6,1,no_index,1.0
z,10,10,6,2,no_index,1.0
z,10,10,6,3,no_index,1.0
z,10,10,6,4,no_index,1.0
z,10,10,6,5,no_index,1.0
z,10,10,6,6,no_index,1.0
z,10,10,6,7,no_index,1.0
z,10,10,6,8,no_index,1.0
z,10,16,6,9,no_index,1.0
z,13,4,6,37,no_index,1.0
z,13,13,6,36,no_index,1.0
z,15,19,6,34,no_index,1.0
z,16,3,6,10,no_index,1.0
z,17,23,6,17,no_index,1.0
z,17,35,6,12,no_index,1.0
z,19,13,6,35,no_index,1.0
z,19,17,6,16,no_index,1.0
z,22,24,6,43,no_index,1.0
z,23,3,6,18,no_index,1.0
z,23,28,6,24,no_index,1.0
z,23,41,6,31,no_index,1.0
z,24,44,6,44,no_index,1.0
z,28,41,6,25,no_index,1.0
z,35,6,6,13,no_index,1.0
z,35,23,6,23,no_index,1.0
z,37,41,6,27,no_index,1.0
z,37,47,6,20,no_index,1.0
z,41,7,6,32,no_index,1.0
z,41,23,6,30,no_index,1.0
z,41,37,6,26,no_index,1.0
z,41,41,6,28,no_index,1.0
z,41,41,6,29,no_index,1.0
z,44,4,6,45,no_index,1.0
z,47,48,6,21,no_index,1.0
z,48,35,6,22,no_index,1.0
z,49,22,6,42,no_index,1.0
z,49,49,6,39,no_index,1.0
z,49,49,6,40,no_index,1.0
z,49,49,6,41,no_index,1.0
z,49,49,6,50,no_index,1.0
theta,no_index,no_index,no_index,no_index,no_index,211655283.88096172
alpha,no_index,no_index,no_index,no_index,2,135.7836289300219
alpha,no_index,no_index,no_index,no_index,3,234.3119999999998
alpha,no_index,no_index,no_index,no_index,4,300.7668665532993
alpha,no_index,no_index,no_index,no_index,5,223.06950451667885
alpha,no_index,no_index,no_index,no_index,6,216.5396289300219
alpha,no_index,no_index,no_index,no_index,7,148.72
alpha,no_index,no_index,no_index,no_index,8,407.1430469470104
alpha,no_index,no_index,no_index,no_index,9,127.04132412296777
alpha,no_index,no_index,no_index,no_index,10,468.531628930022
beta,no_index,9,no_index,no_index,1,0.0376235897201886
beta,no_index,9,no_index,no_index,3,28.03188092695879
beta,no_index,11,no_index,no_index,7,4.252371069978437
beta,no_index,14,no_index,no_index,2,66.14400000000009
beta,no_index,30,no_index,no_index,9,2.2037034292663904
beta,no_index,31,no_index,no_index,7,56.63332412296771
beta,no_index,34,no_index,no_index,7,64.90132412296771
beta,no_index,35,no_index,no_index,6,99.89200000000014
beta,no_index,41,no_index,no_index,7,45.23886655329926
beta,no_index,42,no_index,no_index,6,135.40799999999993
beta,no_index,48,no_index,no_index,5,26.547448536310757
